Depth,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
0.0000,6.5522,23.7170,1.0000,0.0000,19.0000,236.8750,13.1673,1.7143,1.0714,0.4516,2250.0000,271.0000,114.2857,25.7857,3.0516,92.0000,142.8571,3.5484
2.3139,10.8820,24.0270,1.0000,0.0000,19.0000,25.9375,71.1744,18.5714,2.8571,1.2258,2250.0000,271.0000,100.0000,28.5714,3.8129,6.3000,150.0000,5.1613
