Depth,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
0.0000,7.1317,23.2840,1.0000,0.0000,7.0000,171.5625,640.5694,135.7143,4.2143,48.3871,2083.3333,254.3333,70.0000,-102.7857,-51.6129,3.0000,107.1429,1.6129
2.3390,7.1355,23.2760,1.0000,0.0000,7.0000,158.7500,640.5694,15.7143,4.2143,0.6452,2083.3333,254.3333,27.8571,80.7857,3.1613,3.0000,128.5714,3.8710
