Depth,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
0.0000,7.0594,22.8730,1.0000,0.0000,6.0000,179.6875,391.4591,92.8571,5.2143,6.1290,1333.3333,179.3333,70.0000,-60.9286,-2.2258,29.0000,107.1429,4.5161
2.0213,7.0588,22.8810,1.0000,0.0000,6.0000,169.3750,391.4591,92.8571,10.0000,6.1290,1333.3333,179.3333,27.8571,-37.8571,0.6774,10.0000,92.8571,7.4194
