Depth,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
0.0000,7.1534,23.7790,1.0000,0.0000,6.0000,186.8750,85.4093,85.7143,5.2143,13.2258,1333.3333,179.3333,70.0000,-53.7857,-10.0323,29.0000,107.1429,4.5161
2.5284,7.1546,23.6240,1.0000,0.0000,6.0000,160.6250,640.5694,857.1429,10.0000,145.1613,1333.3333,179.3333,27.8571,-802.1429,-152.2581,10.0000,92.8571,7.4194
