Depth,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
0.0000,7.1441,23.6680,1.0000,0.0000,10.0000,195.0000,67.6157,3.3571,2.2143,0.1935,2250.0000,271.0000,114.2857,23.0000,2.1419,30.0000,142.8571,2.3548
2.6859,7.1713,23.5460,1.0000,0.0000,10.0000,168.1250,67.6157,6.4286,3.0714,0.1935,2250.0000,271.0000,114.2857,26.2143,2.4000,26.0000,150.0000,2.6129
