Depth,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
0.0000,7.0588,24.2300,1.0000,0.0000,5.5000,265.0000,99.6441,1.6429,85.7143,1.4839,833.3333,129.3333,70.0000,-88.7857,1.5935,21.0000,68.5714,3.2258
1.3392,7.0669,23.9910,1.0000,0.0000,5.5000,226.5625,85.4093,0.7857,85.7143,1.5161,833.3333,129.3333,27.8571,-61.5000,0.9129,21.0000,52.8571,2.5806
