Depth,Sal,Temp,ones,zeroes,TSS,Oxy,Sil,Amm,Nit,FRP,DOC_T,POC_T,DON_T,PON_T,OP,CHLA,TN,TP
0.0000,17.2649,22.3160,1.0000,0.0000,2.0000,216.2500,88.9680,2.9286,1.7143,0.2903,1333.3333,179.3333,64.2857,16.7857,0.9065,4.8000,85.7143,1.2258
11.2363,34.8266,23.2130,1.0000,0.0000,2.0000,190.6250,18.5053,3.2143,1.5000,0.3226,1333.3333,179.3333,12.8571,-0.4286,0.1290,2.7000,17.1429,0.4839
