Variable Name,Min Date,Max Date,Number of Samples
WQ_OGM_DOC,02/06/1998 09:00:00,03/10/2019 13:44:00,613.000
SAL,02/06/1998 09:00:00,26/06/2019 12:59:20,537.000
WQ_OGM_DON,31/10/2006 13:06:00,03/10/2019 13:44:00,336.000
WQ_NIT_NIT,02/06/1998 09:00:00,03/10/2019 13:44:00,611.000
WQ_DIAG_TOT_TKN,02/06/1998 09:00:00,03/10/2019 13:44:00,606.000
WQ_DIAG_TOT_TN,02/06/1998 09:00:00,03/10/2019 13:44:00,613.000
WQ_NIT_AMM,02/06/1998 09:00:00,03/10/2019 13:44:00,550.000
WQ_DIAG_OXY_OXY_SAT,22/07/2004 12:45:00,26/06/2019 12:59:20,334.000
WQ_OXY_OXY,22/07/2004 12:45:00,26/06/2019 12:59:20,335.000
WQ_DIAG_TOT_TP,02/06/1998 09:00:00,03/10/2019 13:44:00,612.000
WQ_CAR_PH,22/07/2004 12:45:00,26/06/2019 12:59:20,239.000
WQ_PHS_FRP,02/06/1998 09:00:00,03/10/2019 13:44:00,608.000
TEMP,02/06/1998 09:00:00,26/06/2019 12:59:20,605.000
TRC_SS1,02/06/1998 09:00:00,03/10/2019 13:44:00,594.000
WQ_OGM_POC,02/06/1998 09:00:00,03/10/2019 13:44:00,613.000
WQ_NCS_SS1,02/06/1998 09:00:00,03/10/2019 13:44:00,594.000
Na,05/07/2011 13:01:00,05/07/2011 13:01:00,1.000
SO4,05/07/2011 13:01:00,05/07/2011 13:01:00,1.000
WQ_SIL_RSI,02/06/1998 09:00:00,30/06/1998 08:40:00,5.000
Flow,01/01/1988 00:00:00,15/10/2019 00:00:00,8643.000
minFlow,01/01/1988 00:00:00,15/10/2019 00:00:00,8647.000
Flow_ML,01/01/1988 00:00:00,15/10/2019 00:00:00,8643.000
Level,01/01/1988 00:00:00,15/10/2019 00:00:00,8643.000
