Variable Name,Min Date,Max Date,Number of Samples
Flow,03/05/1997 00:00:00,01/02/2021 00:00:00,8997.000
minFlow,02/05/1997 00:00:00,01/02/2021 00:00:00,8998.000
Flow_ML,03/05/1997 00:00:00,01/02/2021 00:00:00,8997.000
Level,03/05/1997 00:00:00,01/02/2021 00:00:00,8997.000
WQ_OGM_DOC,05/08/1997 08:15:00,25/11/2020 11:09:01,276.000
SAL,09/09/1997 10:00:00,25/11/2020 11:09:04,247.000
ON,01/10/2020 11:23:01,25/11/2020 11:09:01,8.000
WQ_OGM_DON,10/07/2007 11:51:00,16/09/2020 11:42:01,131.000
WQ_NIT_NIT,05/08/1997 08:15:00,25/11/2020 11:09:01,279.000
WQ_NIT_AMM,05/08/1997 08:15:00,25/11/2020 11:09:01,254.000
WQ_DIAG_OXY_OXY_SAT,22/09/2003 07:15:00,25/11/2020 11:09:04,135.000
WQ_OXY_OXY,02/11/1998 15:20:00,25/11/2020 11:09:04,138.000
WQ_DIAG_TOT_TP,05/08/1997 08:15:00,25/11/2020 11:09:01,279.000
WQ_CAR_PH,02/11/1998 15:20:00,25/11/2020 11:09:04,106.000
WQ_PHS_FRP,05/08/1997 08:15:00,25/11/2020 11:09:01,133.000
TEMP,05/08/1997 08:15:00,25/11/2020 11:09:04,276.000
WQ_DIAG_TOT_TSS,05/08/1997 08:15:00,25/11/2020 11:09:01,247.000
WQ_DIAG_TOT_TURBIDITY,02/11/1998 15:20:00,17/10/2006 10:30:06,3.000
WQ_OGM_POC,05/08/1997 08:15:00,25/11/2020 11:09:01,276.000
WQ_DIAG_TOT_TMN,07/07/1999 17:13:00,07/07/1999 17:13:00,1.000
WQ_DIAG_TOT_TKN,05/08/1997 08:15:00,03/10/2019 12:13:00,263.000
WQ_DIAG_TOT_TN,05/08/1997 08:15:00,03/10/2019 12:13:00,270.000
WQ_SIL_RSI,05/08/1997 08:15:00,30/06/1998 10:15:00,18.000
