Date,Depth (m),Vx (m/s),Vy (m/s),Salinity (psu),Temperature (C),Oxygen (mg/L),Oxygen Saturation (%),TSS (mg/L),Turbidity (NTU),Light (W/m2),PAR (W/m2),
15-03-2015 00:00:00,0.00,0.0000,0.0000,17.1441,24.8563,5.0915,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-0.25,0.0000,0.0000,17.1441,24.8563,5.0915,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-0.50,0.0000,0.0000,17.1441,24.8563,5.0915,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-0.75,0.0000,0.0000,17.1441,24.8563,5.0915,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-1.00,0.0000,0.0000,17.1441,24.8563,5.0915,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 00:00:00,-1.25,0.0000,0.0000,17.1441,24.8563,5.0915,0.0000,0.0000,0.0000,0.0000,0.0000,
15-03-2015 04:00:02,0.00,-0.0307,-0.0436,14.4729,23.4366,4.5370,58.1462,11.0359,2.3156,1.7339,0.7803,
15-03-2015 04:00:02,-0.25,-0.0245,-0.0268,14.6089,23.5954,4.5493,58.5196,11.0647,2.3241,1.1753,0.5289,
15-03-2015 04:00:02,-0.50,-0.0245,-0.0268,14.6089,23.5954,4.5493,58.5196,11.0647,2.3241,1.1753,0.5289,
15-03-2015 04:00:02,-0.75,-0.0103,-0.0091,15.2882,23.9862,4.6220,60.1139,11.1893,2.3630,0.7947,0.3576,
15-03-2015 04:00:02,-1.00,0.0034,0.0033,16.3065,24.4133,4.7849,63.0825,11.3392,2.4202,0.5358,0.2411,
15-03-2015 04:00:02,-1.25,0.0090,0.0095,16.9292,24.6874,4.7033,62.5351,10.9201,2.4298,0.3788,0.1705,
15-03-2015 08:00:03,0.00,-0.0052,-0.0042,14.5684,23.0401,4.6289,58.9251,10.7819,2.3039,75.9608,34.1824,
15-03-2015 08:00:03,-0.25,-0.0028,-0.0017,14.8839,23.6458,4.5392,58.5362,10.8439,2.3258,52.1757,23.4791,
15-03-2015 08:00:03,-0.50,0.0010,0.0018,15.9391,24.3421,4.5934,60.3532,10.8627,2.3778,35.8935,16.1521,
15-03-2015 08:00:03,-0.75,0.0010,0.0018,15.9391,24.3421,4.5934,60.3532,10.8627,2.3778,35.8935,16.1521,
15-03-2015 08:00:03,-1.00,0.0050,0.0062,17.1947,24.7122,4.6081,61.3886,10.6129,2.4040,25.0208,11.2594,
15-03-2015 08:00:03,-1.25,0.0114,0.0087,17.8673,24.8162,4.5672,61.1919,10.2584,2.3865,18.2077,8.1935,
15-03-2015 12:00:01,0.00,-0.0000,0.0016,14.9827,24.0089,5.0429,65.5002,10.6572,2.3189,380.6949,171.3127,
15-03-2015 12:00:01,-0.25,-0.0062,-0.0065,15.9003,24.4431,4.6663,61.4087,10.5010,2.3420,252.0162,113.4073,
15-03-2015 12:00:01,-0.50,-0.0062,-0.0065,15.9003,24.4431,4.6663,61.4087,10.5010,2.3420,252.0162,113.4073,
15-03-2015 12:00:01,-0.75,-0.0039,-0.0062,17.1592,24.7617,4.6487,61.9730,10.3405,2.3653,170.3406,76.6533,
15-03-2015 12:00:01,-1.00,-0.0040,-0.0041,18.1847,24.9395,4.6403,62.4202,10.1147,2.3721,117.4502,52.8526,
15-03-2015 12:00:01,-1.25,-0.0040,-0.0041,18.1847,24.9395,4.6403,62.4202,10.1147,2.3721,117.4502,52.8526,
15-03-2015 16:00:01,0.00,-0.0132,-0.0155,15.7747,25.3316,5.4721,73.1152,10.5257,2.3400,514.4904,231.5206,
15-03-2015 16:00:01,-0.25,-0.0122,-0.0139,16.7612,25.4308,4.9915,67.1870,10.3617,2.3604,331.7531,149.2889,
15-03-2015 16:00:01,-0.50,-0.0122,-0.0139,16.7612,25.4308,4.9915,67.1870,10.3617,2.3604,331.7531,149.2889,
15-03-2015 16:00:01,-0.75,-0.0058,-0.0077,17.6000,25.3449,4.9064,66.2556,10.2149,2.3782,217.1914,97.7361,
15-03-2015 16:00:01,-1.00,-0.0058,-0.0077,17.6000,25.3449,4.9064,66.2556,10.2149,2.3782,217.1914,97.7361,
15-03-2015 16:00:01,-1.25,-0.0027,-0.0024,18.6353,25.3212,4.7306,64.2323,9.9024,2.3885,145.2354,65.3559,
15-03-2015 16:00:01,-1.50,0.0036,0.0004,19.3922,25.2976,4.5967,62.6571,9.5754,2.3993,108.7319,48.9293,
15-03-2015 20:00:01,0.00,-0.0173,-0.0199,16.3363,24.9465,5.5423,73.7826,10.3769,2.3542,4.2308,1.9039,
15-03-2015 20:00:01,-0.25,-0.0112,-0.0134,17.2475,25.6335,5.1496,69.7557,10.1672,2.3728,2.6735,1.2031,
15-03-2015 20:00:01,-0.50,-0.0112,-0.0134,17.2475,25.6335,5.1496,69.7557,10.1672,2.3728,2.6735,1.2031,
15-03-2015 20:00:01,-0.75,-0.0046,-0.0069,18.0504,25.5253,4.9787,67.6199,9.9477,2.3861,1.7183,0.7732,
15-03-2015 20:00:01,-1.00,-0.0046,-0.0069,18.0504,25.5253,4.9787,67.6199,9.9477,2.3861,1.7183,0.7732,
15-03-2015 20:00:01,-1.25,-0.0032,-0.0031,19.1877,25.4166,4.6446,63.3687,9.6230,2.4035,1.1286,0.5079,
15-03-2015 20:00:01,-1.50,-0.0032,-0.0031,19.1877,25.4166,4.6446,63.3687,9.6230,2.4035,1.1286,0.5079,
16-03-2015 00:00:01,0.00,-0.0235,-0.0301,16.4241,23.7273,5.4484,70.9919,10.2606,2.3528,0.0000,0.0000,
16-03-2015 00:00:01,-0.25,-0.0199,-0.0232,16.9002,24.7974,5.2493,69.9198,10.0909,2.3591,0.0000,0.0000,
16-03-2015 00:00:01,-0.50,-0.0199,-0.0232,16.9002,24.7974,5.2493,69.9198,10.0909,2.3591,0.0000,0.0000,
16-03-2015 00:00:01,-0.75,-0.0114,-0.0145,17.7147,25.2288,5.0090,67.5468,9.8358,2.3735,0.0000,0.0000,
16-03-2015 00:00:01,-1.00,-0.0114,-0.0145,17.7147,25.2288,5.0090,67.5468,9.8358,2.3735,0.0000,0.0000,
16-03-2015 00:00:01,-1.25,-0.0012,-0.0021,18.9471,25.3691,4.6970,63.9431,9.5519,2.4001,0.0000,0.0000,
16-03-2015 00:00:01,-1.50,0.0043,0.0045,20.1085,25.3740,3.9366,53.9504,9.0903,2.4159,0.0000,0.0000,
16-03-2015 04:00:02,0.00,-0.0191,-0.0340,16.6840,24.0362,4.7974,62.9541,9.8970,2.3453,0.0000,0.0000,
16-03-2015 04:00:02,-0.25,-0.0154,-0.0209,16.6978,24.0621,4.8099,63.1526,9.9035,2.3458,0.0000,0.0000,
16-03-2015 04:00:02,-0.50,-0.0154,-0.0209,16.6978,24.0621,4.8099,63.1526,9.9035,2.3458,0.0000,0.0000,
