Date,TN (mg/L) Surface MIN,TN (mg/L) Surface MEAN,TN (mg/L) Surface MEDIAN,TN (mg/L) Surface MAX,TN (mg/L) Bottom MIN,TN (mg/L) Bottom MEAN,TN (mg/L) Bottom MEDIAN,TN (mg/L) Bottom MAX,TP (mg/L) Surface MIN,TP (mg/L) Surface MEAN,TP (mg/L) Surface MEDIAN,TP (mg/L) Surface MAX,TP (mg/L) Bottom MIN,TP (mg/L) Bottom MEAN,TP (mg/L) Bottom MEDIAN,TP (mg/L) Bottom MAX,Oxygen (mg/L) Surface MIN,Oxygen (mg/L) Surface MEAN,Oxygen (mg/L) Surface MEDIAN,Oxygen (mg/L) Surface MAX,Oxygen (mg/L) Bottom MIN,Oxygen (mg/L) Bottom MEAN,Oxygen (mg/L) Bottom MEDIAN,Oxygen (mg/L) Bottom MAX,TCHLA (ug/L) Surface MIN,TCHLA (ug/L) Surface MEAN,TCHLA (ug/L) Surface MEDIAN,TCHLA (ug/L) Surface MAX,TCHLA (ug/L) Bottom MIN,TCHLA (ug/L) Bottom MEAN,TCHLA (ug/L) Bottom MEDIAN,TCHLA (ug/L) Bottom MAX,Turbidity (NTU) Surface MIN,Turbidity (NTU) Surface MEAN,Turbidity (NTU) Surface MEDIAN,Turbidity (NTU) Surface MAX,Turbidity (NTU) Bottom MIN,Turbidity (NTU) Bottom MEAN,Turbidity (NTU) Bottom MEDIAN,Turbidity (NTU) Bottom MAX,Temperature (C) Surface MIN,Temperature (C) Surface MEAN,Temperature (C) Surface MEDIAN,Temperature (C) Surface MAX,Temperature (C) Bottom MIN,Temperature (C) Bottom MEAN,Temperature (C) Bottom MEDIAN,Temperature (C) Bottom MAX,Salinity (psu) Surface MIN,Salinity (psu) Surface MEAN,Salinity (psu) Surface MEDIAN,Salinity (psu) Surface MAX,Salinity (psu) Bottom MIN,Salinity (psu) Bottom MEAN,Salinity (psu) Bottom MEDIAN,Salinity (psu) Bottom MAX,
15/03/2015 00:00:00,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1.9141,0.0000,7.3506,0.0000,1.9141,0.0000,7.3506,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,6.4452,0.0000,22.6071,0.0000,6.4452,0.0000,22.6071,0.0000,2.1441,0.0000,10.8847,0.0000,2.1441,0.0000,10.8847,
15/03/2015 04:00:02,0.0000,0.5180,0.0000,2.9661,0.0000,0.5178,0.0000,2.9566,0.0000,0.0686,0.0000,0.4003,0.0000,0.0687,0.0000,0.3993,0.0000,3.1129,0.0000,8.7937,0.0000,3.1103,0.0000,8.7937,0.0000,2.1249,0.0000,8.5936,0.0000,2.0649,0.0000,8.4000,0.0000,2.4555,0.0000,11.6291,0.0000,2.4468,0.0000,11.6177,0.0000,8.7538,0.0000,22.2311,0.0000,8.7553,0.0000,22.2329,0.0000,2.3190,0.0000,10.7178,0.0000,2.3240,0.0000,10.7178,
15/03/2015 08:00:00,0.0000,0.5347,0.0000,2.7598,0.0000,0.5355,0.0000,2.7539,0.0000,0.0721,0.0000,0.3593,0.0000,0.0723,0.0000,0.3578,0.0000,3.8178,0.8292,8.7913,0.0000,3.8155,0.8292,8.7913,0.0000,2.4859,0.0000,8.5985,0.0000,2.4189,0.0000,8.3992,0.0000,3.2523,0.0000,11.6251,0.0000,3.2409,0.0000,11.6135,0.0000,10.0745,2.4527,22.1355,0.0000,10.0755,2.4527,22.1355,0.0000,2.4149,0.3838,10.6205,0.0000,2.4226,0.3838,10.6205,
15/03/2015 12:00:04,0.0000,0.4755,0.0000,2.6637,0.0000,0.4748,0.0000,2.6555,0.0000,0.0660,0.0000,0.3447,0.0000,0.0659,0.0000,0.3442,0.0000,4.5591,7.1111,8.7890,0.0000,4.5588,7.1111,8.7890,0.0000,2.6044,0.0000,8.6028,0.0000,2.5399,0.0000,8.3973,0.0000,3.7687,0.0000,11.6204,0.0000,3.7606,0.0000,11.6086,0.0000,11.9814,19.8304,22.8393,0.0000,11.9794,19.8084,22.8393,0.0000,2.3266,1.7398,10.0234,0.0000,2.3313,1.7398,10.0234,
15/03/2015 16:00:02,0.0000,0.3627,0.0000,2.5049,0.0000,0.3649,0.0000,2.4971,0.0000,0.0526,0.0000,0.3295,0.0000,0.0529,0.0000,0.3289,0.0000,4.8390,7.1542,8.7867,0.0000,4.8370,7.1542,8.7867,0.0000,2.6690,0.0000,8.5984,0.0000,2.6041,0.0000,8.3887,0.0000,4.2263,0.0000,11.6149,0.0000,4.2128,0.0000,11.6029,0.0000,13.4588,20.7397,24.6727,0.0000,13.4477,20.7397,24.6727,0.0000,2.0884,1.7409,7.2557,0.0000,2.0982,1.7409,7.2557,
15/03/2015 20:00:00,0.0000,0.2838,0.0000,2.0095,0.0000,0.2873,0.0000,2.0154,0.0000,0.0429,0.0000,0.2726,0.0000,0.0433,0.0000,0.2736,0.0000,4.9192,7.2038,8.7842,0.0000,4.9163,7.2038,8.7842,0.0000,2.7029,0.0000,8.5815,0.0000,2.6371,0.0000,8.3680,0.0000,4.5716,0.0000,11.6061,0.0000,4.5566,0.0000,11.5938,0.0000,13.5448,19.7677,23.8886,0.0000,13.5525,19.7677,23.8886,0.0000,1.9407,1.7417,6.6222,0.0000,1.9506,1.7417,6.6222,
16/03/2015 00:00:03,0.0000,0.2093,0.0000,1.2911,0.0000,0.2107,0.0000,1.2846,0.0000,0.0331,0.0000,0.1893,0.0000,0.0333,0.0000,0.1889,0.0000,4.9891,7.1936,8.7818,0.0000,4.9879,7.1936,8.7818,0.0000,2.6793,0.0000,8.5799,0.0000,2.6139,0.0000,8.3555,0.0000,4.7447,0.0000,11.6011,0.0000,4.7348,0.0000,11.5882,0.0000,13.3105,19.2372,22.5451,0.0000,13.3131,19.2372,22.5451,0.0000,1.8749,1.7419,6.6338,0.0000,1.8789,1.7419,6.6338,
16/03/2015 04:00:00,0.0000,0.1776,0.0000,1.2938,0.0000,0.1771,0.0000,1.2874,0.0000,0.0292,0.0000,0.1892,0.0000,0.0291,0.0000,0.1886,0.0000,5.0104,7.1976,8.7794,0.0000,5.0099,7.1976,8.7794,0.0000,2.6425,0.0000,8.5631,0.0000,2.5718,0.0000,8.3245,0.0000,4.7992,0.0000,11.5929,0.0000,4.7923,0.0000,11.5791,0.0000,13.0662,19.1997,22.4170,0.0000,13.0650,19.1997,22.4170,0.0000,1.8513,1.7426,6.6414,0.0000,1.8515,1.7426,6.6414,
16/03/2015 08:00:01,0.0000,0.1773,0.0000,1.2976,0.0000,0.1767,0.0000,1.2918,0.0000,0.0294,0.0000,0.1896,0.0000,0.0293,0.0000,0.1890,0.0000,5.0886,7.1901,8.7770,0.0000,5.0867,7.1901,8.7770,0.0000,2.5901,0.0000,8.5571,0.0000,2.5168,0.0000,8.3029,0.0000,4.8038,0.0000,11.5870,0.0000,4.7966,0.0000,11.5723,0.0000,13.1530,19.2101,22.3806,0.0000,13.1505,19.2041,22.3806,0.0000,1.9586,1.7427,6.6360,0.0000,1.9586,1.7427,6.6360,
16/03/2015 12:00:01,0.0000,0.1799,0.0000,1.2776,0.0000,0.1793,0.0000,1.2712,0.0000,0.0301,0.0000,0.1880,0.0000,0.0300,0.0000,0.1876,0.0000,5.2297,7.4153,8.7747,0.0000,5.2300,7.4153,8.7747,0.0000,2.5234,0.0000,8.5330,0.0000,2.4565,0.0000,8.2635,0.0000,4.7990,0.0000,11.5772,0.0000,4.7923,0.0000,11.5617,0.0000,13.8815,19.9572,23.1915,0.0000,13.8766,19.9550,23.1915,0.0000,1.9686,1.7436,6.6557,0.0000,1.9686,1.7436,6.6557,
