Variable Name,Min Date,Max Date,Number of Samples
SAL,10/11/2004 11:05:00,15/04/2016 09:00:00,88.000
WQ_DIAG_OXY_OXY_SAT,10/11/2004 11:05:00,15/04/2016 09:00:00,88.000
WQ_OXY_OXY,10/11/2004 11:05:00,15/04/2016 09:00:00,88.000
WQ_CAR_PH,10/11/2004 11:05:00,15/04/2016 09:00:00,87.000
TEMP,10/11/2004 11:05:00,15/04/2016 09:00:00,87.000
Flow,11/11/2004 00:00:00,01/10/2007 00:00:00,789.000
minFlow,10/11/2004 00:00:00,01/10/2007 00:00:00,802.000
Flow_ML,11/11/2004 00:00:00,01/10/2007 00:00:00,789.000
Level,11/11/2004 00:00:00,01/10/2007 00:00:00,789.000
